dt,equity
2024-07-10,137438.52696228027
2024-07-11,134514.29899024963
2024-07-12,135158.98217201233
2024-07-15,136344.65754127502
2024-07-16,140604.5130558014
2024-07-17,142431.7056903839
2024-07-18,139901.39483833313
2024-07-19,138487.4872303009
2024-07-22,137822.89137077332
2024-07-23,136657.03078269958
2024-07-24,136783.74297523499
2024-07-25,137254.39564323425
2024-07-26,139445.60476493835
2024-07-29,138986.18754386902
2024-07-30,139972.72356987
2024-07-31,138144.03179740906
2024-08-01,138698.41097831726
2024-08-02,139614.44489860535
2024-08-05,136299.8965740204
2024-08-06,136530.72549247742
2024-08-07,135632.31671714783
2024-08-08,137059.68260002136
2024-08-09,137447.63499641418
2024-08-12,136766.52022361755
2024-08-13,137973.97884178162
2024-08-14,138731.35745811462
2024-08-15,139708.04600334167
2024-08-16,140351.95190238953
2024-08-19,141770.3168849945
2024-08-20,141952.15398979187
2024-08-21,142717.7534008026
2024-08-22,140101.5366344452
2024-08-23,142886.23007392883
2024-08-26,142202.8086833954
2024-08-27,142317.0572566986
2024-08-28,141154.08522987366
2024-08-29,141317.37287330627
2024-08-30,144418.56974601746
2024-09-03,141685.43206977844
2024-09-04,140828.66728019714
2024-09-05,140332.21835517883
2024-09-06,137292.61245536804
2024-09-09,140688.08131217957
2024-09-10,142420.39107322693
2024-09-11,142291.90907478333
2024-09-12,142601.16883468628
2024-09-13,143342.78383255005
2024-09-16,144402.79761695862
2024-09-17,143976.1736164093
2024-09-18,142917.20842170715
2024-09-19,145946.37328529358
2024-09-20,145369.9123687744
2024-09-23,146493.27617835999
2024-09-24,147296.36685180664
2024-09-25,147221.8260974884
2024-09-26,147055.15784835815
2024-09-27,147090.67934036255
2024-09-30,148119.35166549683
2024-10-01,146999.50619125366
2024-10-02,146391.92834091187
2024-10-03,146148.99489974976
2024-10-04,147202.4783821106
2024-10-07,146349.06409072876
2024-10-08,147719.43132400513
2024-10-09,147978.8051185608
2024-10-10,147726.29962539673
2024-10-11,149223.07989311218
2024-10-14,150031.91807365417
2024-10-15,148297.79630851746
2024-10-16,149646.4116191864
2024-10-17,149405.02521324158
2024-10-18,149814.34377479553
2024-10-21,149468.73709487915
2024-10-22,149318.247133255
2024-10-23,147951.30938911438
2024-10-24,148099.1236591339
2024-10-25,147620.6371936798
2024-10-28,147913.54405403137
2024-10-29,147995.37683296204
2024-10-30,148475.85283088684
2024-10-31,144949.282289505
2024-11-01,146016.48846626282
2024-11-04,145370.48497200012
2024-11-05,146484.82295417786
2024-11-06,151050.0225391388
2024-11-07,152350.45828437805
2024-11-08,153631.4949054718
2024-11-11,156418.96777534485
2024-11-12,155941.8828754425
2024-11-13,155701.90776252747
2024-11-14,153500.3714389801
2024-11-15,152005.7663822174
2024-11-18,154019.39763832092
2024-11-19,154847.04238700867
2024-11-20,154598.18173789978
2024-11-21,155883.21694755554
2024-11-22,157906.7099018097
2024-11-25,158587.88503074646
2024-11-26,159551.00624275208
2024-11-27,159461.8876361847
2024-11-29,160863.71487617493
2024-12-02,160752.64360237122
2024-12-03,160209.65719795227
2024-12-04,159283.2676563263
2024-12-05,159303.3418865204
2024-12-06,159966.19683265686
2024-12-09,159202.71375465393
2024-12-10,159475.33138084412
2024-12-11,162656.56178474426
2024-12-12,162147.78024101257
2024-12-13,161887.14685630798
2024-12-16,164220.8442440033
2024-12-17,165614.98061943054
2024-12-18,159970.08012199402
2024-12-19,159825.10656929016
2024-12-20,160320.5314540863
2024-12-23,161199.8411846161
2024-12-24,162934.88687324524
