dt,equity
2024-07-16,129070.04413986206
2024-07-17,127955.44437408447
2024-07-18,125849.33995437622
2024-07-19,124314.09090614319
2024-07-22,124746.34078216553
2024-07-23,123762.36930465698
2024-07-24,121270.33765602112
2024-07-25,121781.35228729248
2024-07-26,123786.68013763428
2024-07-29,124268.34295845032
2024-07-30,124525.08303451538
2024-07-31,123359.10138130188
2024-08-01,123134.26285743713
2024-08-02,123633.66073799133
2024-08-05,120375.2471485138
2024-08-06,120883.80039787292
2024-08-07,120545.2946395874
2024-08-08,121360.25010681152
2024-08-09,121125.1865272522
2024-08-12,120744.7235031128
2024-08-13,121472.07567596436
2024-08-14,121805.92932128906
2024-08-15,122253.86582183838
2024-08-16,122295.26721954346
2024-08-19,122599.79104614258
2024-08-20,123183.42347717285
2024-08-21,123523.63576507568
2024-08-22,122931.32889556885
2024-08-23,124194.52941131592
2024-08-26,123773.78215789795
2024-08-27,124190.50246429443
2024-08-28,123299.34828948975
2024-08-29,123973.10604858398
2024-08-30,126722.4584274292
2024-09-03,124326.5966873169
2024-09-04,124255.38050079346
2024-09-05,123873.17934417725
2024-09-06,120032.76694488525
2024-09-09,123370.76363372803
2024-09-10,124152.69030761719
2024-09-11,123521.70484924316
2024-09-12,123666.16920661926
2024-09-13,124388.71928596497
2024-09-16,125669.32642364502
2024-09-17,125555.12827301025
2024-09-18,124709.11979675293
2024-09-19,125431.7017364502
2024-09-20,125346.28363609314
2024-09-23,126642.62363815308
2024-09-24,125726.50262260437
2024-09-25,125424.83903503418
2024-09-26,125404.16756248474
2024-09-27,125856.37210655212
2024-09-30,126678.10591316223
2024-10-01,125392.6981010437
2024-10-02,124748.86233520508
2024-10-03,124319.67875289917
2024-10-04,126125.93885803223
2024-10-07,123687.25952911377
2024-10-08,125811.3589553833
2024-10-09,126317.75035476685
2024-10-10,125913.67736434937
2024-10-11,126226.71671295166
2024-10-14,127225.41734695435
2024-10-15,125662.1976928711
2024-10-16,126659.40315246582
2024-10-17,126162.97096633911
2024-10-18,127805.33335494995
2024-10-21,127714.46059989929
2024-10-22,127565.61618041992
2024-10-23,125905.43836593628
2024-10-24,126133.29628944397
2024-10-25,125548.68520736694
2024-10-28,126648.29278564453
2024-10-29,126576.0323047638
2024-10-30,127144.76170158386
2024-10-31,123346.98530769348
2024-11-01,124657.73801231384
2024-11-04,123399.16586494446
2024-11-05,125223.62919807434
2024-11-06,133291.34582328796
2024-11-07,134370.22659873962
2024-11-08,135040.72839164734
2024-11-11,137133.0801677704
2024-11-12,136717.33618736267
2024-11-13,136298.878988266
2024-11-14,134529.6500339508
2024-11-15,132642.40388679504
2024-11-18,134245.8076725006
2024-11-19,135886.37043952942
2024-11-20,135132.8758869171
2024-11-21,134699.20982170105
2024-11-22,135579.87249183655
2024-11-25,136029.08396339417
2024-11-26,137656.7409954071
2024-11-27,137388.80217552185
2024-11-29,138775.02844810486
2024-12-02,139187.11033439636
2024-12-03,138206.43703651428
2024-12-04,137899.2534198761
2024-12-05,138651.85619163513
2024-12-06,140153.0385608673
2024-12-09,139012.47113609314
2024-12-10,139619.12106513977
2024-12-11,141860.81904029846
2024-12-12,141271.52802467346
2024-12-13,141246.4053440094
2024-12-16,143688.7165927887
2024-12-17,145192.77925872803
2024-12-18,138305.20776939392
2024-12-19,138452.95496559143
2024-12-20,138762.43411064148
2024-12-23,139959.13720321655
2024-12-24,143111.30543136597
