dt,equity
2023-07-14,105684.42842346191
2023-07-17,105710.22767480469
2023-07-18,105874.77552636719
2023-07-19,105895.83729394531
2023-07-20,105579.89015039062
2023-07-21,105548.67896875
2023-07-24,105601.9527758789
2023-07-25,105630.86146728515
2023-07-26,105632.49330322265
2023-07-27,105562.08705322265
2023-07-28,105654.71216381836
2023-07-31,105654.71216381836
2023-08-01,105654.71216381836
2023-08-02,105654.71216381836
2023-08-03,105654.71216381836
2023-08-04,105654.71216381836
2023-08-07,105654.71216381836
2023-08-08,105654.71216381836
2023-08-09,105654.71216381836
2023-08-10,105654.71216381836
2023-08-11,105654.71216381836
2023-08-14,105654.71216381836
2023-08-15,105654.71216381836
2023-08-16,105654.71216381836
2023-08-17,105654.71216381836
2023-08-18,105654.71216381836
2023-08-21,105654.71216381836
2023-08-22,105654.71216381836
2023-08-23,105654.71216381836
2023-08-24,105654.71216381836
2023-08-25,105654.71216381836
2023-08-28,105654.71216381836
2023-08-29,105654.71216381836
2023-08-30,105633.78883337403
2023-08-31,105649.6118314209
2023-09-01,105658.14442419434
2023-09-05,105625.9428861084
2023-09-06,105463.56385778809
2023-09-07,105357.6030423584
2023-09-08,105387.58338903809
2023-09-11,105577.14527868653
2023-09-12,105404.33998083496
2023-09-13,105455.68397497559
2023-09-14,105629.95741247559
2023-09-15,105325.03602575684
2023-09-18,105341.79579138184
2023-09-19,105277.83063391113
2023-09-20,105277.83063391113
2023-09-21,105277.83063391113
2023-09-22,105277.83063391113
2023-09-25,105277.83063391113
2023-09-26,105277.83063391113
2023-09-27,105277.83063391113
2023-09-28,105277.83063391113
2023-09-29,105277.83063391113
2023-10-02,105277.83063391113
2023-10-03,105277.83063391113
2023-10-04,105277.83063391113
2023-10-05,105277.83063391113
2023-10-06,105277.83063391113
2023-10-09,105267.32947796631
2023-10-10,105315.31813543702
2023-10-11,105432.30409735108
2023-10-12,105333.11778753663
2023-10-13,105149.37105291749
2023-10-16,105373.90294378663
2023-10-17,105338.77101629639
2023-10-18,105064.47234075928
2023-10-19,104878.63762396241
2023-10-20,104602.20625799561
2023-10-23,104595.75485018922
2023-10-24,104595.75485018922
2023-10-25,104595.75485018922
2023-10-26,104595.75485018922
2023-10-27,104595.75485018922
2023-10-30,104595.75485018922
2023-10-31,104595.75485018922
2023-11-01,104595.75485018922
2023-11-02,104595.75485018922
2023-11-03,104575.05102148438
2023-11-06,104641.41842260743
2023-11-07,104770.41097631837
2023-11-08,104784.77196875
2023-11-09,104622.77358618165
2023-11-10,105019.51064672852
2023-11-13,104975.87975683594
2023-11-14,105408.29824438477
2023-11-15,105438.82970800782
2023-11-16,105461.15099707032
2023-11-17,105476.83163061524
2023-11-20,105692.65761938477
2023-11-21,105604.46514501954
2023-11-22,105690.95736303712
2023-11-24,105681.7523154297
2023-11-27,105652.82726660157
2023-11-28,105692.57665625
2023-11-29,105674.20318212891
2023-11-30,105688.00497045899
2023-12-01,105782.97344580079
2023-12-04,105622.88631811524
2023-12-05,105637.47238537598
2023-12-06,105594.4257545166
2023-12-07,105664.88693908692
2023-12-08,105664.88693908692
2023-12-11,105664.88693908692
2023-12-12,105664.88693908692
2023-12-13,105643.96829837037
2023-12-14,105668.8355774231
2023-12-15,105701.49310916138
2023-12-18,105826.49851077271
2023-12-19,105944.63568728638
2023-12-20,105640.03790896607
2023-12-21,105860.6882690735
2023-12-22,105897.77481692506
2023-12-26,106007.13532107545
2023-12-27,106048.02304690552
2023-12-28,106046.92340701295
2023-12-29,105970.02457278443
2024-01-02,105721.06232940675
2024-01-03,105601.11501025391
2024-01-04,105601.11501025391
2024-01-05,105601.11501025391
2024-01-08,105601.11501025391
2024-01-09,105601.11501025391
2024-01-10,105601.11501025391
2024-01-11,105601.11501025391
2024-01-12,105601.11501025391
2024-01-16,105601.11501025391
2024-01-17,105601.11501025391
2024-01-18,105601.11501025391
2024-01-19,105601.11501025391
2024-01-22,105590.6734956665
2024-01-23,105623.56124737549
2024-01-24,105693.15658428955
2024-01-25,105762.87615826416
2024-01-26,105686.63873150635
2024-01-29,105877.20754864502
2024-01-30,105798.46261456299
2024-01-31,105419.7466416626
2024-02-01,105677.39727642822
2024-02-02,105954.20026257324
2024-02-05,105905.25753039551
2024-02-06,105915.61037463379
2024-02-07,106098.63513903809
2024-02-08,106093.085711792
2024-02-09,106256.35396130371
2024-02-12,106210.9710267334
2024-02-13,105901.009539917
2024-02-14,106098.39221350098
2024-02-15,106172.46496740723
2024-02-16,106118.63452307129
2024-02-20,106048.7223036499
2024-02-21,106048.7223036499
2024-02-22,106048.7223036499
2024-02-23,106048.7223036499
2024-02-26,106038.32221771241
2024-02-27,106057.64378143311
2024-02-28,106043.87214447022
2024-02-29,106081.28095794679
2024-03-01,106168.78259515381
2024-03-04,106147.6991619568
2024-03-05,105853.0282635193
2024-03-06,105950.07077075196
2024-03-07,105950.07077075196
2024-03-08,105950.07077075196
2024-03-11,105950.07077075196
2024-03-12,105950.07077075196
2024-03-13,105950.07077075196
2024-03-14,105950.07077075196
2024-03-15,105950.07077075196
2024-03-18,105950.07077075196
2024-03-19,105950.07077075196
2024-03-20,105950.07077075196
2024-03-21,105950.07077075196
2024-03-22,105939.8362919922
2024-03-25,105901.41514648439
2024-03-26,105849.7209326172
2024-03-27,105949.35515213014
2024-03-28,105939.08414871218
