dt,equity
2024-07-16,118370.54970741272
2024-07-17,115318.95939445496
2024-07-18,114492.70466423035
2024-07-19,113502.96969604492
2024-07-22,113111.4668750763
2024-07-23,112410.73833274841
2024-07-24,110463.46284484863
2024-07-25,111039.40719032288
2024-07-26,112389.55204963684
2024-07-29,112741.50071716309
2024-07-30,113432.97241020203
2024-07-31,113120.41024780273
2024-08-01,111391.60982513428
2024-08-02,110984.10287475586
2024-08-05,107430.71049499512
2024-08-06,107822.78868484497
2024-08-07,107069.23646736145
2024-08-08,108470.63982582092
2024-08-09,108355.84615898132
2024-08-12,107871.79886054993
2024-08-13,108531.82544898987
2024-08-14,109201.79549980164
2024-08-15,109543.7320098877
2024-08-16,109683.81323242188
2024-08-19,110750.00633430481
2024-08-20,110961.04247665405
2024-08-21,111258.44269752502
2024-08-22,110654.231716156
2024-08-23,112029.59805679321
2024-08-26,111618.8471069336
2024-08-27,112036.19428634644
2024-08-28,111211.43647766113
2024-08-29,111146.44031524658
2024-08-30,112223.4373588562
2024-09-03,111220.65970993042
2024-09-04,110877.97346878052
2024-09-05,110067.24187850952
2024-09-06,108603.09828186035
2024-09-09,110688.91794586182
2024-09-10,111074.75593566895
2024-09-11,112208.46857452393
2024-09-12,112850.55324554443
2024-09-13,113048.35131835938
2024-09-16,113510.94844055176
2024-09-17,113849.0570640564
2024-09-18,113161.39725875854
2024-09-19,114242.81650924683
2024-09-20,114096.47623443604
2024-09-23,115000.19395065308
2024-09-24,114468.41631698608
2024-09-25,114356.34014892578
2024-09-26,114360.40250778198
2024-09-27,114763.66492843628
2024-09-30,115055.39261245728
2024-10-01,114946.14056015015
2024-10-02,114319.25774383545
2024-10-03,113596.3016242981
2024-10-04,114626.53840255737
2024-10-07,112895.74649047852
2024-10-08,114727.98036575317
2024-10-09,114788.66985321045
2024-10-10,114498.24449539185
2024-10-11,113898.61352157593
2024-10-14,114619.3830947876
2024-10-15,113213.02165603638
2024-10-16,113941.90909194946
2024-10-17,113468.77024078369
2024-10-18,114967.62154006958
2024-10-21,114732.04825973511
2024-10-22,114145.23261642456
2024-10-23,113365.70193099976
2024-10-24,113365.91383743286
2024-10-25,112802.65528869629
2024-10-28,113100.91438674927
2024-10-29,112570.31261825562
2024-10-30,112504.5037765503
2024-10-31,110778.31139755249
2024-11-01,111079.48043823242
2024-11-04,110260.77248764038
2024-11-05,111762.43589401245
2024-11-06,118273.40071868896
2024-11-07,118961.35926818848
2024-11-08,119951.73738861084
2024-11-11,121686.92032623291
2024-11-12,121517.83853149414
2024-11-13,121673.60859680176
2024-11-14,120654.723072052
2024-11-15,119849.5996055603
2024-11-18,120979.12030410767
2024-11-19,122251.18923568726
2024-11-20,121913.3265953064
2024-11-21,121611.45964813232
2024-11-22,121829.35011672974
2024-11-25,121317.27261352539
2024-11-26,122000.44505310059
2024-11-27,121832.67722702026
2024-11-29,122851.2073059082
2024-12-02,123458.16538238525
2024-12-03,122698.46186828613
2024-12-04,123070.89734649658
2024-12-05,123531.34540176392
2024-12-06,124608.56079101562
2024-12-09,123550.53259658813
2024-12-10,123871.61261749268
2024-12-11,125888.00384521484
2024-12-12,125129.12466430664
2024-12-13,125345.89031600952
2024-12-16,126966.62777328491
2024-12-17,127454.64126205444
2024-12-18,122393.61614608765
2024-12-19,122281.03051376343
2024-12-20,122197.35116195679
2024-12-23,123129.27785873413
2024-12-24,125853.53539657593
