symbol,entry_dt,exit_dt,entry_price,exit_price,qty,pnl,bars_held
JPM,2024-04-29,2024-05-06,187.08383178710938,185.8448486328125,53,-65.66610717773438,5
V,2024-04-29,2024-05-06,268.9064025878906,269.72747802734375,37,30.379791259765625,5
AMZN,2024-04-01,2024-05-13,180.97000122070312,186.57000732421875,60,336.0003662109375,30
TSLA,2024-05-06,2024-05-13,184.75999450683594,171.88999938964844,56,-720.7197265625,5
BRK-B,2024-05-13,2024-05-20,411.2200012207031,413.0,25,44.499969482421875,5
KO,2024-04-22,2024-05-20,57.932273864746094,59.86494445800781,178,344.01536560058594,20
UNH,2024-04-22,2024-05-20,477.07989501953125,502.3309631347656,21,530.2724304199219,20
AMZN,2024-05-20,2024-05-28,183.5399932861328,182.14999389648438,57,-79.22996520996094,5
GOOG,2024-03-22,2024-05-28,150.73846435546875,176.81004333496094,74,1929.2968444824219,45
PG,2024-04-22,2024-05-28,154.56387329101562,157.03819274902344,67,165.77940368652344,25
MSFT,2024-05-28,2024-06-04,426.344970703125,412.2266540527344,24,-338.839599609375,5
TSLA,2024-05-20,2024-06-04,174.9499969482422,174.77000427246094,59,-10.61956787109375,10
UNH,2024-05-28,2024-06-04,489.1712341308594,490.9291076660156,21,36.91534423828125,5
BRK-B,2024-06-04,2024-06-11,409.5299987792969,408.5,25,-25.749969482421875,5
PFE,2024-05-06,2024-06-11,25.561939239501953,25.827646255493164,403,107.07992744445801,25
VZ,2024-06-04,2024-06-11,37.6688346862793,36.63556671142578,289,-298.614444732666,5
JPM,2024-05-13,2024-06-18,192.35910034179688,190.6845703125,54,-90.42462158203125,25
BAC,2024-03-08,2024-06-26,34.3472785949707,37.85649871826172,312,1094.8766784667969,75
HD,2024-06-18,2024-07-03,343.5880126953125,323.9458312988281,33,-648.1919860839844,10
KO,2024-06-11,2024-07-03,60.802574157714844,61.0622444152832,179,46.48097610473633,15
VZ,2024-06-26,2024-07-03,37.17938995361328,37.27002716064453,298,27.0098876953125,5
GOOG,2024-06-04,2024-07-18,173.93968200683594,178.2044677734375,61,260.1519317626953,30
AMZN,2024-07-03,2024-07-18,197.58999633789062,183.75,57,-788.8797912597656,10
META,2024-05-28,2024-07-18,477.48565673828125,473.9063415527344,22,-78.74493408203125,35
NVDA,2024-04-29,2024-07-18,87.71713256835938,121.044921875,114,3799.3679809570312,55
NFLX,2024-05-20,2024-07-18,640.8200073242188,643.0399780273438,17,37.739501953125,40
MSFT,2024-06-11,2024-07-18,428.68316650390625,436.3021240234375,25,190.47393798828125,25
VZ,2024-07-18,2024-07-25,38.755104064941406,36.80215072631836,305,-595.6507682800293,5
BAC,2024-07-03,2024-08-01,39.7007942199707,38.34183883666992,287,-390.0201950073242,20
JPM,2024-07-03,2024-08-08,201.99981689453125,198.61270141601562,56,-189.678466796875,25
TSLA,2024-06-11,2024-08-08,170.66000366210938,198.83999633789062,62,1747.1595458984375,40
AAPL,2024-04-15,2024-08-08,171.458740234375,212.07635498046875,61,2477.6744995117188,80
HD,2024-07-18,2024-08-15,355.4432373046875,349.60791015625,32,-186.73046875,20
V,2024-08-08,2024-08-15,257.50164794921875,264.9394226074219,42,312.38653564453125,5
VZ,2024-08-08,2024-08-15,37.32723617553711,36.88505935668945,290,-128.2312774658203,5
PFE,2024-07-18,2024-08-22,27.375646591186523,26.892974853515625,427,-206.10083198547363,25
UNH,2024-07-18,2024-08-22,550.4090576171875,564.43408203125,21,294.5255126953125,25
BRK-B,2024-07-18,2024-08-22,441.82000732421875,449.0299987792969,26,187.45977783203125,25
PG,2024-08-08,2024-08-22,165.4987335205078,164.80136108398438,65,-45.32920837402344,10
JNJ,2024-07-18,2024-08-22,149.4191436767578,156.08157348632812,78,519.6695251464844,25
TSLA,2024-08-22,2024-08-29,210.66000366210938,206.27999877929688,49,-214.6202392578125,5
AAPL,2024-08-22,2024-08-29,223.48985290527344,228.7255096435547,49,256.54718017578125,5
MA,2024-08-01,2024-08-29,459.1579284667969,477.4186096191406,24,438.25634765625,20
V,2024-08-22,2024-08-29,266.07147216796875,272.4070129394531,41,259.7571716308594,5
HD,2024-08-22,2024-08-29,354.7441711425781,358.5594787597656,30,114.459228515625,5
VZ,2024-08-22,2024-09-06,37.649654388427734,37.90760040283203,293,75.57818222045898,10
UNH,2024-08-29,2024-09-06,576.9668579101562,582.1458129882812,19,98.400146484375,5
META,2024-08-15,2024-09-06,535.13525390625,498.2265930175781,20,-738.1732177734375,15
PG,2024-08-29,2024-09-06,164.68515014648438,170.0703582763672,68,366.19415283203125,5
JNJ,2024-08-29,2024-09-06,159.08737182617188,159.2327117919922,70,10.173797607421875,5
KO,2024-07-25,2024-09-06,63.70412826538086,68.59258270263672,177,865.2564353942871,30
BAC,2024-09-06,2024-09-13,37.86882019042969,37.7613525390625,284,-30.52081298828125,5
NVDA,2024-08-15,2024-09-13,122.81427764892578,119.06584930419922,91,-341.1069793701172,20
JPM,2024-08-29,2024-09-13,216.27821350097656,198.8657684326172,52,-905.4471435546875,10
JNJ,2024-09-13,2024-09-20,160.3369903564453,159.01959228515625,70,-92.21786499023438,5
KO,2024-09-13,2024-09-20,69.32494354248047,69.5482177734375,163,36.393699645996094,5
NFLX,2024-08-15,2024-09-20,663.219970703125,701.030029296875,16,604.9609375,25
BAC,2024-09-20,2024-09-27,39.3441047668457,38.494110107421875,283,-240.54848861694336,5
BRK-B,2024-08-29,2024-09-27,468.3699951171875,457.4700012207031,24,-261.599853515625,20
PG,2024-09-27,2024-10-04,168.09449768066406,163.57130432128906,68,-307.5771484375,5
V,2024-09-06,2024-10-04,277.4217529296875,275.9918212890625,40,-57.197265625,20
AMZN,2024-09-06,2024-10-11,171.38999938964844,188.82000732421875,62,1080.6604919433594,25
MA,2024-09-06,2024-10-11,472.7714538574219,499.3907470703125,23,612.2437438964844,25
MSFT,2024-09-20,2024-10-11,432.02655029296875,413.2177429199219,25,-470.2201843261719,15
VZ,2024-09-13,2024-10-11,40.92914962768555,40.23019027709961,277,-193.6117401123047,20
GOOG,2024-10-04,2024-10-18,167.82546997070312,164.33078002929688,68,-237.638916015625,10
TSLA,2024-09-06,2024-10-18,210.72999572753906,220.6999969482422,48,478.56005859375,30
UNH,2024-10-11,2024-10-18,585.3551635742188,557.5188598632812,19,-528.8897705078125,5
NFLX,2024-09-27,2024-10-18,707.3499755859375,763.8900146484375,16,904.640625,15
BRK-B,2024-10-18,2024-10-25,464.79998779296875,454.010009765625,24,-258.95947265625,5
META,2024-09-20,2024-10-25,559.5904541015625,571.453125,20,237.25341796875,25
VZ,2024-10-18,2024-10-25,41.15642166137695,38.714542388916016,277,-676.4005584716797,5
JNJ,2024-10-25,2024-11-01,155.84228515625,155.11578369140625,71,-51.58160400390625,5
HD,2024-09-06,2024-11-01,351.7117919921875,383.49822998046875,31,985.3795776367188,40
AAPL,2024-10-11,2024-11-08,226.4958953857422,226.15716552734375,50,-16.936492919921875,20
MA,2024-10-18,2024-11-15,513.3903198242188,518.9086303710938,22,121.40283203125,20
MSFT,2024-11-08,2024-11-22,419.39141845703125,414.7211608886719,28,-130.7672119140625,10
NVDA,2024-10-04,2024-12-02,124.88418579101562,138.59027099609375,93,1274.6659240722656,40
GOOG,2024-11-01,2024-12-02,171.89764404296875,172.2261962890625,65,21.35589599609375,20
BRK-B,2024-11-22,2024-12-09,476.57000732421875,463.8699951171875,25,-317.50030517578125,10
V,2024-10-18,2024-12-09,288.5932922363281,306.7320556640625,39,707.4117736816406,35
UNH,2024-11-15,2024-12-09,579.6587524414062,550.8243408203125,20,-576.688232421875,15
BAC,2024-10-11,2024-12-16,40.985477447509766,44.67166519165039,293,1080.0530090332031,45
JPM,2024-10-11,2024-12-16,217.681884765625,234.61346435546875,55,931.2368774414062,45
HD,2024-12-02,2024-12-23,419.2685852050781,385.3802795410156,28,-948.87255859375,15
PG,2024-12-02,2024-12-23,175.0745086669922,163.78285217285156,69,-779.1242980957031,15
VZ,2024-12-16,2024-12-23,38.24674987792969,37.36729431152344,316,-277.907958984375,5
NFLX,2024-10-25,2024-12-24,754.6799926757812,932.1199951171875,15,2661.6000366210938,42
TSLA,2024-10-25,2024-12-24,269.19000244140625,462.2799987792969,43,8302.869842529297,42
AMZN,2024-11-01,2024-12-24,197.92999267578125,229.0500030517578,60,1867.2006225585938,37
MSFT,2024-12-09,2024-12-24,443.58251953125,436.9291076660156,28,-186.2955322265625,12
META,2024-12-09,2024-12-24,611.6467895507812,606.3336791992188,19,-100.9490966796875,12
AAPL,2024-12-09,2024-12-24,245.8771514892578,257.28668212890625,51,581.8860626220703,12
GOOG,2024-12-16,2024-12-24,197.5203399658203,196.9322509765625,65,-38.22578430175781,7
MA,2024-12-23,2024-12-24,525.9382934570312,532.649658203125,23,154.36138916015625,2
PFE,2024-12-23,2024-12-24,25.34636878967285,25.37483787536621,488,13.892913818359375,2
V,2024-12-23,2024-12-24,315.6067199707031,319.0192565917969,38,129.6763916015625,2
